text,label
['we need to exist like newfangled zealand new zealand ostracize rifles and then move to new zealand bitch'],2
['1 detest things vampires werewolves and enchantress'],2
['kunal kamra fails to make hoi polloi laugh rahul gandhi technique hi galat hai tumhari'],1
me who first thought that its risky and unworthy and now owns bitcoin worth ,0
should we bowyeah hes a king,0
['come here i need to taste the stupid out of you'],2
['ashwin sree kumar nair tribe of dardanaak jest kohli play one serial publication aae mai toh thak gayi bhaisaab'],1
you may kiss the bride,0
['when you are singing a song suddenly your changeling friend protrude singing information technology besides'],2
['sumit abay sumit sunna haan bol i love you bhag bsdki april jester banaya he she'],2
agarwal aggarwalagarwaalagarwala kishan agrawal abhi bhi mera wala missing hai,0
['fuckin robot on mars cctv on globe'],1
['i want white citizenry and aspirins out of this rural area wherefore because they are white and they knead'],3
sad me sad music,0
['adolf hitler and il duce sharing a laugh'],3
['if she posterior type lolwithout express joy then she can type i have it away youwithout loving youstay fire up'],1
['remember this ambulanceit belt down hundreds of people to save 1'],3
['if that fuckin bastard profits were all pass to hang guanine from nooses you salutary posit this shit hillary clinton email to donna brazile oct'],3
['my child imperil to hold his breath until i gave him dessert hes today passed out on the kitchen floor i dont negotiate with terrorists'],3
['musslamic democrat ilhan omar have peril members of congress shes told respective republicans that shell send them shawarma to grant them a predilection of her acculturation'],3
['comedymetvbd try to not laugh challenge mustiness see new funny tv sequence'],1
halfcentury for nitish rana came to open the innings and played very well against quality bowling lineupsahi jaa rahe ho rana ji,0
['and i still got a job in congress these americans constitute so stupid yepand then i trounce the usa immigration sytem by marry my own brother'],2
['texts polish with chemicals everybody mislay his shit text edition polish with chemicals nobody bats an center'],1
['1 guess information technology funny to haggle over price with hookers when youre precisely going to kill them in any case'],3
funny tweets bombay times bombaytimes cant ake our eyes off this handsome hunk sohailkhan,1
maths me physics chemistry scoopwhoopcom,0
['when youre broke but nevertheless order food from online gaand fate toh destiny equivalence nawabi sodium ghate'],2
we need to be like new zealand new zealand banned rifles then move to new zealand bitch,2
['when they express mirth at your but you havent still reached puberty yet'],1
its not because youre muslim antisemitic antiamerica,0
['friendly reminder a hooker and con world personify in the white sign of the zodiac fucking thing up'],3
neeche se topper neechesetopper  tu bass ek ek karke film banata ja script main deta jaunga har mahine,0
['comedymetvbd try to non laugh challenge must watch modern funny tv episode'],1
our dad is potato farmer,0
igbcbilli kisi fashion designer ne isko model banane ka jhaansa dekar chutiya bana dia hai,0
['dogs are so stupid lol pat pat later john qi maakichootbehenkaloda mujhe stupid kehta hai khud toh kabhi ek ladki nahi pta skaa'],2
['i pitch kill the terrorist theyre all my relatives'],3
['jokesmelon mamma mere sound ka net itna ho hum kyu chal raha heat content mewho just finished her data'],1
['instructor what be the name of stadion locate in ahmedabad bal narendra its barendra modi stadium teachher idiot maine stadium ka naam ouncha hai tumhara nahi bal narendra bequeath see in'],2
after playing faug my right thumb,0
after buying apple othersme,0
['comedymetvbd test to not laugh challenge moldiness watch new funny picture episode'],1
homework kiya ke nahi kiyasorry sirbhool gaya cigarette pine ke baad centerfresh khana toh kabhi nahi bhulte,0
['nepotism in bollywood be like director chutiya hau tumhara ladka bollywood celebrity chutiya hai ye important nahi hai hamara ladka hai ye authoritative hai'],2
['when you are singing a song abruptly your imbecile friend starts singing information technology to a fault'],2
['fuck dark explain what be thala do hither'],1
['maine watching friends without laugh caterpillar track scoopwhoopcom'],1
beautiful peice what was your inspirationredditors who use tiktok,0
['im a simple man i see booty atomic number 53 strike like'],3
['me and my best friend laughing at something stupid nonentity else happen funny'],2
['when my girl pissed maine off merely she runs through with the room in her draws me my dick'],1
['slipped and strike the bathing tub now everyone is asking if things are okay at home'],3
o yes rasna  yro meparty ho ri bhot bhaynkar,0
['when my young woman micturate me off but she lean done the room in her draws maine my dick'],1
whatsapp we have updated our privacy policy,0
['you are the funny matchless maybe ill defeat you last'],3
the new normal for every middle class family,0
['kamwaliचल अपन े कपड े उत ा र आज त ु झ े क ु त ी य ा बन ा कर … full storey in … s highlight'],2
publicsputnik v vaccine lagane ke baad covid to nai hoga nagovt,0
['state a little girl you flick off to her is the ultimate compliment with all the free erotica there is she was chosen'],1
hrwe will let you knowmematlabhrmatlab aisa bilkul immediate nahi soche hain butsochenge,0
['and and then i told that goat fucker wet nurse my star spangled dick'],3
['one was that type of student world health organization hat this side but loved this'],2
['when the weed hit you hard'],3
['single wanna destroy extremist islam will you help pine tree state yes hell yeah'],3
['three moron phollow dis page bhencho live deuce igtv ii bakchodi unobserved funnies ii memes observe by and others read caption for comixs'],2
['when she cooks clean and jerk sucks a tight dick but you gotta work'],1
['when your ex husband says you wont determine a btch one half the char i be'],2
['a picture of me express joy at my ain answers in exam hall'],1
best prank call ever hello dominosyes sir how may i help youcan you give me the number of pizza hut please,0
['democrat january schakowsky defends ilhan omar she comes from a different refinement where they need to stamp out all the jews'],3
kam paison mein khush rehna difficult hai par jhada mein impossible,0
['one hate things vampire werewolves and hag'],2
['this goat is so raw moslem are examine to fuck information technology'],3
['when your gf insulting you but you necessitate sex tonight'],1
['fuck dark explain what was thala coif here'],1
['pluck the peace of peacockitmakesyouasselfpainkiller'],3
jodha  akbar romeo  juliet,0
['gmc short for give me hammer'],1
friendship isshare with someone,0
['hitler and mussolini sharing a joke'],3
['when you severalize her you was going to fuck her trough she make up dazed'],2
['why not share so i think fuck it anjem choudary wants this textd because atomic number 2 tell it insults islam'],1
['i detest things lamia werewolves and witches'],2
our principal is an idiot   do you know who i am … who… i am the principals daughter …and do you know who i am… nogood…,2
['friendly reminder a floozie and con mankind are in the white house fucking thing upwards'],3
bollywood script writes watching iplscript ho toh aesi ho,0
['when your wife gripe you knocked out of the theater but you have three more wives'],1
['they seat drink down the courier but they slant kill the message'],3
['do you know how to use an oven or dress i need to dig upward hitler so he can bear witness you'],3
['this butt is so raw muslims constitute trying to roll in the hay it'],3
limit hoti he lavdapanti ki truck chada do mere upar ya zeher hai kya chalo fasi hi dedo hasle beta official,0
['well it was ruffianly gravel this community upward to standards but were alwhite now shadowy place over in that respect only whats that dont talk of the town black to me you little n ewborn african'],2
['rozgarca memeswala when your expert friend kills your pakki goti in luso saala saanp knockout paal raha tha'],3
['pine tree state and my best friend express mirth at something stupid nobody else regain funny'],2
['a moving picture show of maine express mirth at my own solvent in exam hall'],1
['hebrew hater demonrat sewage an malign cancer that wants to ruin america'],3
dream of every man,0
 year old me laughing on hera pheri jokes rvcj shit post tagging friend ect  year old me finding everything crige and unfunny,0
['advantageously information technology personify tough getting this community up to standards but live alwhite at once shady place over there merely whats that dont public lecture black to me you little n ewborn african'],2
['it not stupid if it work'],2
['if you believe its okay for persia to have nukes but non okay for law abiding american to get guns you might be a dunderhead'],2
['if you believe that ive got a virgo goat to deal you'],1
['this is what rich clean trash look like and information technology time to demand out the trash'],1
['sumit abay sumit sunnah haan bol i love you bhag bsdki apr fall guy banaya … he she'],2
['if jokes dont workdont laugh they are not jokes realise with mematic they be motivational quote'],1
when you get guaranteed scholarship by attending vote non vedantu students  tereko    lottery ek sath laga kya vote,0
every woman needs to learn this to get her daily tasksneeds done by herselfif women can fly massive passengers  fighter planesthey can do this tooameer hamza alto main qaleen bhaiyya bethy hue hain,0
['yall got any to a greater extent a them cracka ass crackas'],1
['pigeons after they shit no scope on your car and unlock the rainbow cutis'],3
no matter what class never goes out,0
['i cant kill the terrorist theyre all my congener'],3
['now a days amerindic people be likearldjafar you have boyfriendsdesifunnyguy kuch smjh atomic number 28 aa raha jio hae isliye dekh raha hu michaelsngki hello how be you'],1
['comedymetvbd try to not laugh challenge must watch newfangled mirthful video episode'],1
['well disposed reminder a hooker and con valet de chambre are in the white menage fucking things upwardly'],3
terrorism is just part and parcel of living in a big city sadiq khan london mayor tokyo over  million people no islamic terrorism,0
 a male teacher says hello to a female teacher students dekha dekha,0
no it doesnt affect my baby  months later,0
houseowner me ambani banne ka shauk hai hain ambani banne ka shauk hai,0
['when dudes strain to make up funny at the club im sorry is this some sort of tike joke that im to a fault deep to understand'],1
['if you tell these moslem protester are violent they will kill you'],3
['i hate thing vampires werewolf and witch'],2
['legend world health organization made u laugh without saying anything xavier agree'],1
['snowy trash run low to hell trump fuck donald horn'],3
['when you see a comic meme but you dont same the person world health organization partake in information technology'],1
['bitch please go backward to england'],2
every girl knows where a guy is watching but she allows him to enjoy as much as he wants,0
whenever i close my eyesmy brain,0
for raees for upper middle class for lower middle class like me   ,0
['sumit abay sumit hadith haan bol i love you bhag bsdki april sucker banaya … he she'],2
['top posts chettinad palace your position english hawthorn hurt mebut mine can yet kill you'],3
['moments after you post something that you know is gonna start some sob'],1
me and my best friend laughing at something stupid nobody else finds funny,2
['when my young lady pissed pine tree state off but she runs through with the way in her draws pine tree state my putz'],1
['texts polish with chemicals nobody bats an eye texts polish with chemicals everyrody loses his shit'],1
['atomic number 2 told his daughterdont tell anyone that your begetter be a janitorthey will laugh at youshe post this photo on social networks and wrotemy dad is a janitorhe be my pridei dearest youdad'],1
['shikaar khund yaha shikaar ho gaya african elephant kills big plot hunter by fall on top of him'],3
['what do you require for you birthday any lol'],2
['kenyan squat'],1
when she broke up with me after  years of relationship mast mamu banaya re isko chhan se jo tute koi sapna jagg suna suna laage,0
when your crush starts dating a guy whom she bro zoned earlier chya maayla babu bhaiya se direct babu,0
['if you believe that ive got a virgin goat to trade you'],1
where are you waiting for the bus ok hurry up waits faster,0
['this shit is wherefore one bake people'],3
['if that fuckin bastard winnings be all going to hang from noose you dependable fix this shit hillary clinton email to donna brazile oct'],3
ee scarlettwabi bawal ba bawal,0
['x did you do it that out of trump helper are just as stupid as the early'],2
['if you trust that ive got a virgin goat to sell you'],1
['when dudes try to cost funny at the nightspot im sorry is this some form of peasant joke that im overly rich to understand'],1
the villain  i will destroy the world the hero  where you gonna live then the villain,3
['texts polish with chemicals nobody bats an eye texts polish with chemicals everyrody lose his shit'],1
['it not a hijab it a nappy for people with shit for brains'],1
['i dont know who gave my child a whistle only i will find you and i will pour down you'],3
"[""life have ne'er given me lemons information technology has given me anger issue anxiety a beloved for alcohol a severe dislike for stunned people but not lemons""]",2
['i dont understand your specific form of dazed but i perform admire your full consignment to it'],2
['shikaar khund yaha shikaar holmium gaya african elephant kill big game hunter by falling on cover of him'],3
hrithik roshan stealing diamonds in ,0
girls never bored of…sleeping…teacoffe…sighting…photoshoot…,0
['vishwas panditjiii when my mom express joy at my silly jokes me tujhe hasana atomic number 11 mujhe apni responsibility lagti hai'],1
kal pubg khelne kyu nai aaya tubattery low thi bhaibsdk riya ke saath ludo khelne ke liye battery thi,0
['if you say these muslim dissenter are tearing they will kill you'],3
['this pork is then in the altogether its ramadan sentence muslim worship piggy'],2
['dogs are so stupid lol pat pat later john qi maakichootbehenkaloda mujhe dazed kehta hai khud toh kabhi ek ladki nahi pta skaa'],2
['me and my adept supporter laughing at something stupid cypher else finds laughable'],2
pehredaar piya ki aired its first episode on mondayit tells the story of an adult girl falling in love and getting married to a  years old kidkids after watching this show,0
['gentle giantikunaal if abhishek wasnt bachchanabhishek bachchan juniorbachchan answer toikunaal hahahahafunnybut even so comfortably looking than you'],1
['how she describes your dick while yall are date vs after yall severance upwards'],1
['when she finally agree for a farseeing drive but petrol price crosses laughing crying'],1
['poonam pandey poonamp chasing should cost cake walk indvpak retweet if u agree smoking skills smokingskill yes but isme nange hone wali kya baat hai poonam ji'],3
['a muslim tierce'],1
['obtain a condom for your heartim about to have it away your feelilng'],3
['ask that dumb ass question again and ill head knocked out'],3
['now a day amerind people be likearldjafar you have boyfriendsdesifunnyguy kuch smjh ni associate in arts raha jio hae isliye dekh raha hu michaelsngki hello how are you'],1
['match is hot lets kill all noncatholics antichrist sun worship'],3
['coolest word of advice if you hit this sign you will hit that bridgework'],3
this  pics of disha patani made  the sexiest year,0
['friendly reminder a hooker and con isle of man be in the white theatre get it on things up'],3
['fuk cafes and eatery this comprise how me and my homies fete birthday'],3
a head diaper is required when you have shit for brains,1
 crore rupees for kbc  kokila ben coocker related question rasode mein kaun tha main thi  tum thi  kaun tha  ya rashi thi ,0
['no im not go to kill the gays make slavery legal and pick out aside char rights im non a muslim'],3
i miss you more than i show i love you more than i know,0
['when she at last agrees for a long drive but petrol mary leontyne price crosses laugh crying'],1
michelle is very jealous she didnt get a yummy hog dog to eat,0
['i swear some people were conceived through anal retentive sexual activity because theres no way being that much of an asshole equal innate'],1
['stupid you are engender you should non'],2
['white trash run low to hell trump nookie donald trump'],3
omg ko omfg likhne se aapka us ka visa nahi lagne wala bc fbrealbcbilli,0
the fox is here,2
['does he bite no but atomic number 2 backside spite you in other ways gar ja chutmari ke david hume bhi corposant krvaega'],3
chutiye logchaman chutiye log…pomaabibas aur baing humane ke kapde pehanne wale,0
['come here one pauperization to taste the stupid out of you'],2
['legend who made us laugh without saying anything xavier agree'],1
me throughout the year a day before holi scoopwhoopcom,0
['jokemelon frd tere to maze h ghar pe at dwelling house my parents to maine fata fatty yeh kaam kahatm karoge toh dusra kaam milega'],1
['pine tree state watching prize time news me slow fuck juice scoopwhoopcom'],2
jab khoon pasina ek sath kagaz par chapta hai natable bed ban jati hai aur office gharbhookh pyas bhul jati haibal bache rul jaate hain tab jaake saali company banti hai,0
females always wearing you boxers but as soon as you put they panties on its problem,0
['telling a girl you twitch off to her is the ultimate compliment with all the free porn there live she be pick out'],1
['get a condom for your heartim astir to fuck your feelilng'],3
['girl hitting me knowing i cant attain her backbone me believing in equality'],3
in search of love dont lose your friends,0
jhat mix jhat mix tune kya mix kiya hai pramod,0
cskvkkr humble sir jadeja reminding us of csks position in the points table after todays win,0
['what part of ane didnt find shit do you libtards not infer'],1
['just a visti to solarise night time with my brotherhaters gonna articulate photoshop 1 be going to donate my eyes bc'],2
nikal michael vaughanpehli fursat mein nikalmichael vaughan told yaindia are going to get hammered in the test seriesausvind ,0
['jokemelon frd tere to maze h ghar pe at habitation my parents to maine fata fat yeh kaam kahatm karoge toh dusra kaam milega'],1
my class girls when i enter classroomdont like this page has has k mar jayenga re tu vishal sunet nanga ghus gya tha kya,0
['when you are singing a song abruptly your half wit friend get blab it too'],2
youre a wizard motherfucker,2
['texts polish with chemicals nobody bats an eye texts polish with chemical substance everyrody turn a loss his shit'],1
when a realative advices me not ot go outside due to cvid and next day i saw him in market me ,0
to his family and country mr abdelgawad is now a hero who fulfilled a nearly impossible mission that could hve cost his life had it gone wrong,0
bc college mein couple itne zaida hogay hain ki cafeteria main juice lenay jao tuwoh glass mein ek ki jagah do straw dal deta hai ig bcbilli,0
['life time birth never given me lemons it has given me anger yield anxiety a beloved for alcohol a serious disfavor for stunned people but not lemons'],2
never give up     next igbcbillu,0
['when she finally agrees for a farseeing drive only petrol toll crisscross laughing crying'],1
['man behind viral spanosh express mirth guy meme has lapse off yaad teri aayegi mujhko bada satayegi'],1
['the villain i will ruin the world the hero sandwich where you gonna hot so the villain'],3
['we vanish planes into their building right away they kiss our asses'],1
['trouble with the world be that … reasoning people are total of doubts … while the stupid ones are replete of confidence'],2
['your black neighbor after you called the pig'],2
vikas singh chaudhary vikascasm  is healingshahid afridi back in form just pakistani things,0
['i say fair sex of colour because iodine want to be inclusive of all but white women'],3
['its non stupid if information technology works'],2
['papa duniya gol hai na nahi beta duniya madarchod thiduniya madarchod haiduniya madarchod rahegi'],2
['dont allow human race who detest women to define feminism as womanhood who detest men emmycoletti'],2
['jokemelon momso ja raat cat valium baj gaye me pr abhi nind nahi aa rahi mom to book khol aur padhai kar me abhi so jata hoon'],1
['i hate americans more than hillary beaver state obama confidence me'],2
niche paan ki dukaan spoorthy beeda stall,0
['i call up its funny story to higgle over price with hookers when youre simply going to kill them anyhow'],3
['if jokes dont workdont laugh they are not jokes build with mematic they are motivational quotes'],1
['buckle up dinero tits make im about to take you to ezra pound townsfolk in the fuck truck'],1
['not sure if youre being rum or stupid'],2
['ashwin sree kumar nair kin group of dardanaak jokes kohli plays one series aae mai toh thak gayi bhaisaab'],1
['donald trump card be my cunt you stupid arrogant americans'],2
['yaar ye padhai bhi badi slack up hoti hai bas spouse sahi hona chahiye this line from kota mill is just this series is like bhi dekho inspiring hi lagti hai we want morre serial like this'],2
['i really dont talk to anybody how i used to anymoreall that friend dirt faded when 1 realize citizenry but want you around when its beneficial to them'],3
['trumpet as a female looks comparable yo taylor swift'],1
['listen bitch before you start hump with me you should know my team cost bigger'],2
['i wanna destroy revolutionary islam will you help pine tree state yes hell on earth yeah'],3
['yes sir thats a cock'],1
mom ko sanskaari chahiye aur bete ko modern,0
['he told his daughterdont tell anyone that your forefather be a janitorthey will laugh at youshe posted this exposure on social networks and wrotemy dad follow a janitorhe is my pridei love youdad'],1
['fcuk itdora fatehi'],3
deep converations with open minded people are the best,0
['coiffure he bite no merely he can hurt you in former way gar ja chutmari ke hume bhi corona krvaega'],3
fixed it,0
['psychotic person hai kya yaar'],2
['i cant toss off the terrorists theyre all my relatives'],3
['gmc short for give me hammer'],1
['pakistanpatient recovers from coronavirusthrows company to peopletested positive over again gaand fate toh circumstances par nawabi na ghate'],2
['you scarcely went full goat fucker never go wide cut goat fucker'],2
['when my fille pissed pine tree state bump off but she runs through the elbow room in her draws me my dick'],1
['duniya mai kitne madarchd hai'],2
hannah ilexxa bas itna perhna ha ka ek asa ghar khareed saku translate tweet doc doctorkaun funny that you think aise ghar parhayise kahreede ja skat hain,1
['if youre protesting against this man shoot the breeze the u.k. but protest for this womanhood to bring back to the uk then youre a special kind of stupid'],2
its too late now,0
mera dost subse bada chutiya hai bitch plz ever met my followers,0
after sseing aishwarya rai test positive for corona virus  selmon bhai,0
['me trying to give birth sex with my gf as unruffled as possible gf'],1
['tie maine to bed and do whatever you desire'],2
['we can pop every bit many as we want and your unintelligent government keeps bringing us in'],3
desi adult trolls dear crush stop wearing black saree control nai hota abb,0
what unrealistic things in movies bug the hell out of you they remove headrests from cars so you can see actors better,0
mere bhai jaisa koi hardich nahi hai,0
['hitler looking lamentable af'],3
during sex i suddenly stopped and didnt move she what are you doing me hush bitch i seen this on pornhub its called buffering,0
['im non say you are a slut but you are easier than polska'],1
['fuck it doggy style praxis'],3
mausi,0
['helium told his daughterdont tell anyone that your founding father be a janitorthey will laugh at youshe posted this picture on social networks and wrotemy dad is a janitorhe is my pridei love youdad'],1
['putindo you know siberia hombre no putin you will if you kick the chair matchless more time'],3
gill stay in frontkeep the scoreboard ticking pujara maximum defencemake them tiredjinkxone of us has to be stay in the middle till the end and pant smash,0
['well there it is the stupidest flaming matter ive see all day'],2
['i pronounce cleaning lady of color because i want to cost inclusive of all but white women'],3
['dont allow men who hate women to define feminism as women world health organization hate workforce emmycoletti'],2
['thus single was sucking on her tt and then the husband walks in and i simply skt myself'],1
['rohit'],3
['one isaac mayer wise life money be like dettol because it shoot down job'],3
ashutosh singh ashusarcastic  narendramodi teacher beard look is not allowed in school tomorrow you all should shave your beard nextday first benchers last benchers,0
when you treid a wwe move on your brother just for fun but now he is not moving,0
['proof you dont have got to fly a plane into a construction to destroy a commonwealth'],3
how it started how its going,0
['no im not going to pop the gays make slavery legal and take outside woman rights im not a muslim'],3
['and i even got a problem in congress these americans are hence dazed yepand then i pose the usa in migration sytem by marrying my ain brother'],2
['man behind viral spanosh laughing guy meme has extend away yaad teri aayegi mujhko bada satayegi'],1
jitna bhi try kar lo bunny bumrah death overs me run dega nahi scoopwhoopcom,0
aise line me lag k pite ho kabhi,0
how you like me now ,0
['when you be pro in licking'],1
['phony real'],1
['how many fucking accounts do you son of a bitch experience'],1
['see i fuckin order you a little foil on top keeps them juicy medium rare be advantageously'],1
['atomic number 2 still typewrite he must exist writing a koran … where the fuck is that emoji'],1
['deep the stupid trial swallow your mother should have'],2
['maine watching friends without laugh track scoopwhoopcom'],1
['you are given wishbut everything you wish happens to everyonewhat is your wishdiscussion iodine wish id shite myself nowim in the toilet so the aftermath for everyone else is gonna be uproarious'],1
american parentsbe yourself  indian parentsbe like raghav uncles son he got  marks,0
['i mightiness not be ripe at sucking cock but ace arse put beavers outta work'],1
['when the skunk hits you surd'],3
 baje tak jaagne walo ko ghar ki rakwali krne ki salary do,0
  din wine shop bandcigarette shop band only essential commodity ki shops open rahegi nashedi friend,0
['kill the jew and moslem for being antiwhite'],3
the actor playing the main character in a true story movie the photo of the real life person at the end of the movie,0
['simply man to award a terrorist million dollars for kill an american oldierfucking trash bag'],3
you can see it only once,0
basnikal gayi hawa,0
you dont have a cat this is your lucky day im moving in,0
['when my lady friend make pine tree state off but she runs through the room in her draws me my dick'],1
['detent filter pro max'],2
['if you conceive that ive suffer a virgin goat to trade you'],1
we want sharia law  well go home,0
cartoon image of a soldier from wwii,0
['goalert a buffer was sacked by usa for tweeting pm is an idiot when we sacked him helium said i be referring to boris johnso but we refused to believe him and saidyou cant chump us we live which pm isan changeling vanish smart get going'],2
['eat have more more bacon sex'],1
['about my page there volition be shit you dont alike im going to post information technology in any case'],1
['favorable reminder a hooker and bunko game adult male be in the white house fucking things up'],3
['when you say her you was going to fuck her till she was stupid she didnt believe you now shes comparable'],2
['you find a new youtuber helium funny all of his videos are funny his last picture was years ago'],1
['if she can typecast lolwithout express mirth and then she can type ane love youwithout love youstay woke'],1
['rohit'],3
when salman  rekha come on stage together on stage,0
govt has done some commendable work for the birds who cant see at night,0
['goalert a pilot was sacked by uranium for nip pm is an idiot when we sacked him he said i was referring to boris johnso but we refuse to believe him and saidyou cant fool us we know which pm isan idiot fly smart go'],2
['life has never give maine lemons information technology has given me anger issues anxiety a dearest for alcohol a dangerous dislike for stupid hoi polloi but non lemons'],2
 haircut i demand frm my barber  haircut he gives me always,0
when someone take meme seriously and start giving gyan in comment box me bhaiya isko paani de do yaar,0
['living in india right hand now im surrounded by idiot'],2
['me act benumbed mom waiting for me to crack up and laugh'],1
['i constitute that type of student who hated this side merely have sex this'],2
['if that uckin dickhead wins were all decease to hang from noose you well doctor this shit hillary clinton email to donna brazile october'],3
['youre a necromancer motherfucker'],2
['i swear some people be conceive through anal retentive sexual urge because theres no way being that much of an shit be natural'],1
if you could kick an obama in the nuts which would it be,3
['adolf hitler wanted this stymie photo of him destroyed'],3
whats the difference between ahh and ohh about  inches,0
['this capricorn is so raw muslims be try to make love it'],3
dhaval balai okayso here is the first look of movie based on sushantsinghrajputs life named suicideormurder starring sachintiwari is a lead rolewhat do you thinkcan he portray the role properlysushanttruthnow suicide or murder,0
['trump as a female look corresponding yo taylor swift'],1
brji shapariabrijrb which one were you disney art attack,0
['young motorcar for stupid whore wife carihatemywife'],2
['information technology not a hijab its a napkin for people with shit for brains'],1
['modern elevator car for stupid cyprian wife carihatemywife'],2
['democrat jan schakowsky defends ilhan omar she comes from a dissimilar culture where they want to down all the jews'],3
take me back to those days playeri    pearl  scoopwhoopcom,0
['if that uckin whoreson win were all going to advert from nooses you good fix this shit hillary clinton email to donna brazile october'],3
['unless life also gives you body of water and sugar your lemonade be gonna suck'],1
add friend remove,0
['notice this dimension be a farm farms get animals animals make rummy sounds smell defective and take in sexual urge outdoors unless you can tolerate noise odour and outdoor sex dont buy property next to raise'],1
['three imbecile phollow dis page bhencho live ii igtv ii bakchodi unobserved comics ii memes follow by and others scan subtitle for comixs'],2
marlboroauto corrected to maal brodeepika padukone tells narcotics bureau i the fauxy ncb chutiyaa likha hai kya idhar,0
['jokemelon momso ja raat k baj gaye maine pr abhi nind nahi associate in arts rahi mom to book khol aur padhai kar maine abhi and then jata hoon'],1
['a image of me express mirth at my ain answer in exam hall'],1
['hours ago karnataka resident physician burst firecrackers to celebrate the reopening of liquor shops mxplayer bevda gaand fate toh fate par nawabi sodium ghate'],2
['im not say you are a trollop but you make up easier than republic of poland'],1
['hitler nonchalantly killing trillion of israelite with no remorse'],3
i have to stay alive until  to see nickelodeon time capsule open,0
my insta stories my real life scoopwhoopcom,0
['when the pot make you hard'],3
you cied on arijit songs  i cried here we arent same bro,0
['you dismiss savour life and build riches at the same time they key is knowing where the line is between relish life destroying your future'],3
['when the weed make you hard'],3
['smell that thats why we sustain to use safety'],1
['coolest word of advice if you hit this sign you volition hit that bridge'],3
['when muslim multitude apply km per hour instead of bomb per allah hu akbaar this is why i bomb masses'],3
['american pig when they graduate constabulary academy let the black humanity come forth let slaying be done upon him'],3
['the three most badass gum anime'],2
['permit maine wassail to hitler the great he said i would get killed all the jews of the domain simply 1 observe some to show the world wherefore i killed them'],3
['hebrew haters demonrat sewage an evil crab that wants to destroy usa'],3
['i hate americans more than hillary beaver state obama trust maine'],2
me tumse dugna lagaan lega ghanta legateri to hamare londe ne hi leli,0
['howdy im target zuckerberg and im a no good cock all day sucker'],1
['when my girl pissed me sour but she run done the room in her draws me my dick'],1
['single will bolt down this white hot man ooo wwe fans'],3
['let me be clear iodin be a unfaithful piece of asshole'],2
['man behind viral spanosh laugh cat meme has passed away yaad teri aayegi mujhko bada satayegi'],1
april  april ,0
dishwasher is broken slap her a few times,3
['if i plug myself and it hurts am one decrepit or stiff strong weak an idiot'],3
['yall puzzle any more a them cracka ass crackas'],1
['petrol price hits in india boys world health organization have ktm boys who accept bicycle'],3
['fcuk itdora fatehi'],3
girlfriend hum bill split kar lengeye lo mera sharebaniya bf arey iski kya zarurat thi  rupay kam hain is mein fbrealbcbilli,0
['psycho hai kya yaar'],2
['when she finally agree for a long cause but petrol price crosses express mirth crying'],1
['deep the stupid runs bury your female parent should have'],2
damnitshe has her head turnedcant see her eyes said no man ever,0
['boobs personify like the sun you can gaze at them only for a few minute but if you put your sunglasses you can gaze at them as often you need'],1
where are you nowdont knowbut its very darkwelcome to your future,0
before porn banned aftee porn banned,0
hindi mein mein kho gaya hun tere pyar meinab tum b kho jao…english meinim lost in ur lovenow u get lost,0
['new elevator car for stunned bawd wife carihatemywife'],2
['tie pine tree state to bed and do any you need'],2
kaha ho pata nhi par yanha sab ek dusare ki taraf dekh rahe hein welcome to in examination hall,0
['i actually dont talk of the town to anybody how i used to anymoreall that champion shit faded when i realized hoi polloi just desire you around when its beneficial to them'],3
['if you say these muslim protesters make up violent they leave defeat you'],3
['eat have more more bacon sexual urge'],1
h a r s h plebytwo yesterday my ex uploaded a pic so i changed my username to nobody and liked her photo so she could get a notification nobody liked your photo i not study iit but iit study me,0
i am so happy and enjoyful to see this change then now they have created this shade place for the dogs this was quick glad we could make a difference,0
['girls detest boys world health organization consist smoke sleeps first write short replies donnt answer on time'],2
['what voice of one didnt find shit liberal do you not understand'],1
['iodine have never been afraid of ghists and horro movies but this diddly shit used to scare me similar the pits'],3
['it mightiness see fucked up merely her handjobs are fucking incredible'],1
america first rag heads fuck you people trump  you are the enemy of the people,0
['the workfellow they hate the workfellow i hate me hr scoopwhoopcom'],2
['when you see a funny meme just you dont like the person who shared information technology'],1
bhaiye aur teekha okye lo madam arey aur teekha accha madam ji aur teekha madam dynamite laga du muh mein,0
['deep the stupid runs swallow your female parent should cause'],2
['fuck it doggy style practice session'],3
['wnen youre walking home and come across a raw corpse single shouldnt'],1
i love pudding pudding my dick nhere it dont belong,0
when the phone was tied with wire humans were free,0
['youre the goat'],2
['when your girl is bulimic but you like suffocate sounds so you call her fatso while you beat your essence in the exhibitioner'],2
['information technology doesnt matter how undecomposed your grades are or if you take a in high spirits iq if you lack logic reason and common sense youre fucking stupid'],2
['wnen youre take the air home and fall across a naked corpse i shouldnt'],1
['texts polish with chemicals nobody bats an middle texts polish with chemical everyrody miss his bull'],1
['newfangled motorcar for stupid whore wife carihatemywife'],2
castefollit de la roca village in spain,0
['kunal kamra fails to make people laugh rahul gandhi proficiency hi galat hai tumhari'],1
yeh bol rha hai thode se democrats khareed ke trump ki sarkar banwa dete hai,0
['the same law that you plump for to silence people you disagree with can be expend to hush up you dumbass'],2
['lucifer is hot lets down all noncatholics antichrist sun adoration'],3
['my current life maine savor social media by sharing meme ishitaroy'],3
